Group,NS,Type,Attribute
cm,"https://adwords.google.com/api/adwords/cm/v201101",CampaignAdExtensionPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201101",CampaignAdExtensionReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201101",CampaignCriterion,campaignId
cm,"https://adwords.google.com/api/adwords/cm/v201101",CampaignCriterion,criterion
cm,"https://adwords.google.com/api/adwords/cm/v201101",CampaignCriterion,CampaignCriterion_Type
cm,"https://adwords.google.com/api/adwords/cm/v201101",CampaignCriterionLimitExceeded,limitType
cm,"https://adwords.google.com/api/adwords/cm/v201101",CampaignCriterionPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201101",CampaignCriterionReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201101",ContentLabel,contentLabelType
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionOptimizer,pricingModel
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionOptimizer,conversionOptimizerBidType
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionOptimizer,deduplicationMode
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionOptimizerBiddingTransition,useSavedBids
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionOptimizerEligibility,eligible
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionOptimizerEligibility,rejectionReasons
cm,"https://adwords.google.com/api/adwords/cm/v201101",FrequencyCap,impressions
cm,"https://adwords.google.com/api/adwords/cm/v201101",FrequencyCap,timeUnit
cm,"https://adwords.google.com/api/adwords/cm/v201101",FrequencyCap,level
cm,"https://adwords.google.com/api/adwords/cm/v201101",GeoTargetTypeSetting,positiveGeoTargetType
cm,"https://adwords.google.com/api/adwords/cm/v201101",GeoTargetTypeSetting,negativeGeoTargetType
cm,"https://adwords.google.com/api/adwords/cm/v201101",ManualCPC,enhancedCpcEnabled
cm,"https://adwords.google.com/api/adwords/cm/v201101",ManualCPC,positionPreference
cm,"https://adwords.google.com/api/adwords/cm/v201101",NetworkSetting,targetGoogleSearch
cm,"https://adwords.google.com/api/adwords/cm/v201101",NetworkSetting,targetSearchNetwork
cm,"https://adwords.google.com/api/adwords/cm/v201101",NetworkSetting,targetContentNetwork
cm,"https://adwords.google.com/api/adwords/cm/v201101",NetworkSetting,targetContentContextual
cm,"https://adwords.google.com/api/adwords/cm/v201101",NetworkSetting,targetPartnerSearchNetwork
cm,"https://adwords.google.com/api/adwords/cm/v201101",RealTimeBiddingSetting,optIn
cm,"https://adwords.google.com/api/adwords/cm/v201101",Setting,Setting_Type
cm,"https://adwords.google.com/api/adwords/cm/v201101",Budget,period
cm,"https://adwords.google.com/api/adwords/cm/v201101",Budget,amount
cm,"https://adwords.google.com/api/adwords/cm/v201101",Budget,deliveryMethod
cm,"https://adwords.google.com/api/adwords/cm/v201101",BudgetOptimizer,enhancedCpcEnabled
cm,"https://adwords.google.com/api/adwords/cm/v201101",BudgetOptimizer,bidCeiling
cm,"https://adwords.google.com/api/adwords/cm/v201101",BiddingStrategy,BiddingStrategy_Type
cm,"https://adwords.google.com/api/adwords/cm/v201101",BiddingTransition,targetBiddingStrategy
cm,"https://adwords.google.com/api/adwords/cm/v201101",BiddingTransition,explicitAdGroupBids
cm,"https://adwords.google.com/api/adwords/cm/v201101",BiddingTransition,BiddingTransition_Type
cm,"https://adwords.google.com/api/adwords/cm/v201101",Campaign,id
cm,"https://adwords.google.com/api/adwords/cm/v201101",Campaign,name
cm,"https://adwords.google.com/api/adwords/cm/v201101",Campaign,status
cm,"https://adwords.google.com/api/adwords/cm/v201101",Campaign,servingStatus
cm,"https://adwords.google.com/api/adwords/cm/v201101",Campaign,startDate
cm,"https://adwords.google.com/api/adwords/cm/v201101",Campaign,endDate
cm,"https://adwords.google.com/api/adwords/cm/v201101",Campaign,budget
cm,"https://adwords.google.com/api/adwords/cm/v201101",Campaign,biddingStrategy
cm,"https://adwords.google.com/api/adwords/cm/v201101",Campaign,conversionOptimizerEligibility
cm,"https://adwords.google.com/api/adwords/cm/v201101",Campaign,campaignStats
cm,"https://adwords.google.com/api/adwords/cm/v201101",Campaign,adServingOptimizationStatus
cm,"https://adwords.google.com/api/adwords/cm/v201101",Campaign,frequencyCap
cm,"https://adwords.google.com/api/adwords/cm/v201101",Campaign,settings
cm,"https://adwords.google.com/api/adwords/cm/v201101",Campaign,networkSetting
cm,"https://adwords.google.com/api/adwords/cm/v201101",CampaignPage,totalBudget
cm,"https://adwords.google.com/api/adwords/cm/v201101",CampaignPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201101",CampaignReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201101",AdScheduleTarget,dayOfWeek
cm,"https://adwords.google.com/api/adwords/cm/v201101",AdScheduleTarget,startHour
cm,"https://adwords.google.com/api/adwords/cm/v201101",AdScheduleTarget,startMinute
cm,"https://adwords.google.com/api/adwords/cm/v201101",AdScheduleTarget,endHour
cm,"https://adwords.google.com/api/adwords/cm/v201101",AdScheduleTarget,endMinute
cm,"https://adwords.google.com/api/adwords/cm/v201101",AdScheduleTarget,bidMultiplier
cm,"https://adwords.google.com/api/adwords/cm/v201101",AgeTarget,age
cm,"https://adwords.google.com/api/adwords/cm/v201101",CityTarget,cityName
cm,"https://adwords.google.com/api/adwords/cm/v201101",CityTarget,provinceCode
cm,"https://adwords.google.com/api/adwords/cm/v201101",CityTarget,countryCode
cm,"https://adwords.google.com/api/adwords/cm/v201101",CountryTarget,countryCode
cm,"https://adwords.google.com/api/adwords/cm/v201101",GenderTarget,gender
cm,"https://adwords.google.com/api/adwords/cm/v201101",LanguageTarget,languageCode
cm,"https://adwords.google.com/api/adwords/cm/v201101",MetroTarget,metroCode
cm,"https://adwords.google.com/api/adwords/cm/v201101",MobileCarrierTarget,carrierName
cm,"https://adwords.google.com/api/adwords/cm/v201101",MobileCarrierTarget,countryCode
cm,"https://adwords.google.com/api/adwords/cm/v201101",MobilePlatformTarget,platformName
cm,"https://adwords.google.com/api/adwords/cm/v201101",PlatformTarget,platformType
cm,"https://adwords.google.com/api/adwords/cm/v201101",PolygonTarget,vertices
cm,"https://adwords.google.com/api/adwords/cm/v201101",ProvinceTarget,provinceCode
cm,"https://adwords.google.com/api/adwords/cm/v201101",ProximityTarget,geoPoint
cm,"https://adwords.google.com/api/adwords/cm/v201101",ProximityTarget,radiusDistanceUnits
cm,"https://adwords.google.com/api/adwords/cm/v201101",ProximityTarget,radiusInUnits
cm,"https://adwords.google.com/api/adwords/cm/v201101",ProximityTarget,address
cm,"https://adwords.google.com/api/adwords/cm/v201101",ProximityTarget,allowServiceOfAddress
cm,"https://adwords.google.com/api/adwords/cm/v201101",DemographicTarget,bidModifier
cm,"https://adwords.google.com/api/adwords/cm/v201101",GeoTarget,excluded
cm,"https://adwords.google.com/api/adwords/cm/v201101",Target,Target_Type
cm,"https://adwords.google.com/api/adwords/cm/v201101",AdScheduleTargetList,targets
cm,"https://adwords.google.com/api/adwords/cm/v201101",DemographicTargetList,targets
cm,"https://adwords.google.com/api/adwords/cm/v201101",GeoTargetList,targets
cm,"https://adwords.google.com/api/adwords/cm/v201101",LanguageTargetList,targets
cm,"https://adwords.google.com/api/adwords/cm/v201101",MobileTargetList,targets
cm,"https://adwords.google.com/api/adwords/cm/v201101",PlatformTargetList,targets
cm,"https://adwords.google.com/api/adwords/cm/v201101",TargetList,campaignId
cm,"https://adwords.google.com/api/adwords/cm/v201101",TargetList,TargetList_Type
cm,"https://adwords.google.com/api/adwords/cm/v201101",CampaignTargetPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201101",CampaignTargetReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201101",AdWordsConversionTracker,snippet
cm,"https://adwords.google.com/api/adwords/cm/v201101",AdWordsConversionTracker,markupLanguage
cm,"https://adwords.google.com/api/adwords/cm/v201101",AdWordsConversionTracker,httpProtocol
cm,"https://adwords.google.com/api/adwords/cm/v201101",AdWordsConversionTracker,textFormat
cm,"https://adwords.google.com/api/adwords/cm/v201101",AdWordsConversionTracker,conversionPageLanguage
cm,"https://adwords.google.com/api/adwords/cm/v201101",AdWordsConversionTracker,backgroundColor
cm,"https://adwords.google.com/api/adwords/cm/v201101",AdWordsConversionTracker,userRevenueValue
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionTrackerStats,numConversionEvents
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionTrackerStats,conversionValue
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionTrackerStats,mostRecentConversionDate
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionTrackerStats,numConvertedClicks
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionTracker,id
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionTracker,name
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionTracker,status
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionTracker,category
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionTracker,stats
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionTracker,viewthroughLookbackWindow
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionTracker,viewthroughConversionDeDupSearch
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionTracker,isProductAdsChargeable
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionTracker,productAdsChargeableConversionWindow
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionTracker,ConversionTracker_Type
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionTrackerReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201101",ConversionTrackerPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201101",AdGroupBidLandscape,type
cm,"https://adwords.google.com/api/adwords/cm/v201101",AdGroupBidLandscape,landscapeCurrent
cm,"https://adwords.google.com/api/adwords/cm/v201101",CriterionBidLandscape,criterionId
cm,"https://adwords.google.com/api/adwords/cm/v201101",BidLandscape_LandscapePoint,bid
cm,"https://adwords.google.com/api/adwords/cm/v201101",BidLandscape_LandscapePoint,clicks
cm,"https://adwords.google.com/api/adwords/cm/v201101",BidLandscape_LandscapePoint,cost
cm,"https://adwords.google.com/api/adwords/cm/v201101",BidLandscape_LandscapePoint,marginalCpc
cm,"https://adwords.google.com/api/adwords/cm/v201101",BidLandscape_LandscapePoint,impressions
cm,"https://adwords.google.com/api/adwords/cm/v201101",BidLandscape,campaignId
cm,"https://adwords.google.com/api/adwords/cm/v201101",BidLandscape,adGroupId
cm,"https://adwords.google.com/api/adwords/cm/v201101",BidLandscape,startDate
cm,"https://adwords.google.com/api/adwords/cm/v201101",BidLandscape,endDate
cm,"https://adwords.google.com/api/adwords/cm/v201101",BidLandscape,landscapePoints
cm,"https://adwords.google.com/api/adwords/cm/v201101",DataEntry,DataEntry_Type
cm,"https://adwords.google.com/api/adwords/cm/v201101",AdGroupBidLandscapePage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201101",CriterionBidLandscapePage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201101",ExperimentSummaryStats,adGroupsCount
cm,"https://adwords.google.com/api/adwords/cm/v201101",ExperimentSummaryStats,adGroupCriteriaCount
cm,"https://adwords.google.com/api/adwords/cm/v201101",ExperimentSummaryStats,adGroupAdsCount
cm,"https://adwords.google.com/api/adwords/cm/v201101",Experiment,id
cm,"https://adwords.google.com/api/adwords/cm/v201101",Experiment,controlId
cm,"https://adwords.google.com/api/adwords/cm/v201101",Experiment,campaignId
cm,"https://adwords.google.com/api/adwords/cm/v201101",Experiment,name
cm,"https://adwords.google.com/api/adwords/cm/v201101",Experiment,status
cm,"https://adwords.google.com/api/adwords/cm/v201101",Experiment,servingStatus
cm,"https://adwords.google.com/api/adwords/cm/v201101",Experiment,queryPercentage
cm,"https://adwords.google.com/api/adwords/cm/v201101",Experiment,startDateTime
cm,"https://adwords.google.com/api/adwords/cm/v201101",Experiment,endDateTime
cm,"https://adwords.google.com/api/adwords/cm/v201101",Experiment,lastModifiedDateTime
cm,"https://adwords.google.com/api/adwords/cm/v201101",Experiment,experimentSummaryStats
cm,"https://adwords.google.com/api/adwords/cm/v201101",ExperimentReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201101",ExperimentPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201101",GeoLocation,geoPoint
cm,"https://adwords.google.com/api/adwords/cm/v201101",GeoLocation,address
cm,"https://adwords.google.com/api/adwords/cm/v201101",GeoLocation,encodedLocation
cm,"https://adwords.google.com/api/adwords/cm/v201101",GeoLocation,GeoLocation_Type
cm,"https://adwords.google.com/api/adwords/cm/v201101",MediaPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201101",MediaPage,totalNumEntries
cm,"https://adwords.google.com/api/adwords/cm/v201101",EnumValuePair,enumValue
cm,"https://adwords.google.com/api/adwords/cm/v201101",EnumValuePair,enumDisplayValue
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinitionField,fieldName
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinitionField,displayFieldName
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinitionField,xmlAttributeName
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinitionField,fieldType
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinitionField,enumValues
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinitionField,canSelect
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinitionField,canFilter
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinitionField,enumValuePairs
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinition,id
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinition,selector
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinition,reportName
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinition,reportType
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinition,hasAttachment
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinition,dateRangeType
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinition,downloadFormat
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinition,creationTime
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinition,crossClient
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinition,clientSelectors
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinitionPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201101",ReportDefinitionPage,totalNumEntries
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserListConversionType,id
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserListConversionType,name
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserListConversionType,category
cm,"https://adwords.google.com/api/adwords/cm/v201101",LogicalUserList,rules
cm,"https://adwords.google.com/api/adwords/cm/v201101",LogicalUserListOperand,UserInterest
cm,"https://adwords.google.com/api/adwords/cm/v201101",LogicalUserListOperand,UserList
cm,"https://adwords.google.com/api/adwords/cm/v201101",RemarketingUserList,conversionTypes
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserInterest,id
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserInterest,name
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserInterest,sizeRange
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserList,id
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserList,isReadOnly
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserList,name
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserList,description
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserList,status
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserList,accessReason
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserList,accountUserListStatus
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserList,membershipLifeSpan
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserList,size
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserList,sizeRange
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserList,type
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserList,UserList_Type
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserListLogicalRule,operator
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserListLogicalRule,ruleOperands
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserListPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201101",UserListReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201101",BatchFailureResult,operationIndexInBatch
cm,"https://adwords.google.com/api/adwords/cm/v201101",BillingSummary,numOperations
